Product,Original French name,eenheid,pagina RG,Import 1788,Export 1788,Transit 1788,Brussel Invoer,Brussel Uitvoer,Brussel Transit,Tienen Invoer,Tienen Uitvoer,Tienen Transit,Turnhout Invoer,Turnhout Uitvoer,Turnhout Transit,Antwerpen Invoer,Antwerpen Uitvoer,Antwerpen Transit,St.-Phillipe Invoer,St.-Phillipe Uitvoer,St.-Phillipe Transit,Sint-Niklaas Import,Sint-Niklaas Export,Sint-Niklaas Transit,Gent Invoer,Gent Uitvoer,Gent Transit,Brugge Invoer,Brugge Uitvoer,Brugge Transit,Oostende Invoer,Oostende Uitvoer,Oostende Transit,Nieuwpoort Invoer,Nieuwpoort Uitvoer,Nieuwpoort Transit,Ieper Invoer,Ieper Uitvoer,Ieper Transit,Kortrijk Invoer,Kortrijk Uitvoer,Kortrijk Transit,Doornik Invoer,Doornik Uitvoer,Doornik Transit,Bergen Invoer,Bergen Uitvoer,Bergen Transit,Chimay Invoer,Chimay Uitvoer,Chimay Transit,Charleroi Invoer,Charleroi Uitvoer,Charleroi Transit,Namen Invoer,Namen Uitvoer,Namen Transit,Marche Invoer,Marche Uitvoer,Marche Transit,Luxemburg Invoer,Luxemeburg Uitvoer,Luxemburg Transit,St.Vith Invoer,St. Vith Uitvoer,St.Vith Transit,Herve Invoer,Herve Uitvoer,Herve Transit
muskaatnoten en -bladeren,feuilles et noix muscades,pond,37,"11882,25","58,5","3363,25",252,"7,75","301,5",43,0,0,8,"0,5",0,324,0,3039,"8741,5",0,22,"219,5",0,0,"1590,75",1,0,"436,75","7,25",0,70,0,0,4,0,0,11,19,0,0,0,0,0,0,0,0,12,0,"0,5",0,0,0,0,0,"156,25",11,"0,25",0,0,0,0,0,0,0,0,0,25,0,"0,5"
peper,poivre,pond,37,"120763,75",2680,"124658,5",4006,434,123268,"41,5",63,0,0,"4,25",0,"22008,5",0,373,55071,0,456,"849,75",0,0,583,0,0,"24457,25",12,0,8503,0,0,483,0,0,296,"30,5",0,0,0,0,467,0,0,0,20,0,0,0,104,10,1264,0,100,"843,5",2,409,5,36,"2268,5",0,"7,5",14,0,408,"1196,25","3,5",4
peper (kleine of senegalese),maniquette,pond,37,"785,25",25,0,0,0,0,"499,25",0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,168,0,0
peper (spaanse),piment,pond,38,"47285,38","289,5",80376,4370,"172,5",78029,0,0,0,0,0,0,9372,0,867,1676,0,0,0,0,0,8947,52,0,12033,12,0,10659,0,1450,16,0,0,"127,5",0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,53,0,"7,88",0,0,0,0,0,0,0,0,0,0,0,77,0,0
saffraan,saffran,pond,38,"2705,63","4,25",9761,134,"2,75","9692,75",81,0,0,0,0,0,507,0,0,"275,5",0,0,"73,75",0,0,"19,5",0,0,"48,5",1,0,"211,75",0,0,"0,25",0,0,"31,33","0,5",0,"1184,75",0,0,7,0,26,"0,13",0,41,"0,5",0,0,0,0,0,"67,25",0,1,0,0,0,"4,25",0,0,"0,5",0,0,"58,67",0,"0,25"
spelden,epingles,pond,38,"9736,13","858,5","2318,75",922,7,104,1454,2,0,0,0,0,95,197,0,10,0,0,0,50,0,0,13,0,1424,"37,5",0,"814,75",3,1,1,0,0,"743,38",40,0,"679,5",1,124,"197,5",28,480,"234,5",16,13,"5,5",0,"181,5",0,23,0,"6,75",10,3,"1354,13",30,1355,"1710,25",401,"8,75",67,0,"48,5","19,88",0,0
sponzen,eponges,pond,38,1975,0,599,0,0,14,120,0,0,1297,0,0,0,0,0,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,"9,5",0,0,157,0,0,0,0,0,0,0,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,5",0,0
tin (in blok),etain en bloc,pond,38,90591,949,56722,5098,340,55838,77,0,0,975,0,0,0,0,450,4160,0,0,433,0,0,15874,0,0,50172,0,0,10917,0,107,0,0,0,0,0,0,17,0,0,387,0,0,27,0,0,0,0,15,1000,150,0,0,0,0,32,378,0,1372,17,0,48,0,300,2,64,12
tin (bewerkt),etain ouvré,pond,38,"20320,25",5854,1446,125,567,0,"2936,75","462,5",0,"1763,75",135,25,695,117,200,962,0,0,276,110,0,1272,388,0,"760,5","477,5",0,1433,111,0,18,0,0,176,151,0,262,60,0,373,282,0,123,455,0,12,125,91,106,439,50,"1437,75",804,222,"1466,75",151,152,"2347,5",332,192,"1798,75",126,399,"1975,5",561,115
zijden stoffen (verguld),etoffes de soye en dorures,pond,38,"162,73","9,38","119,13","70,75",0,"113,63","12,17",9,0,0,0,0,"20,75",0,0,"1,25",0,0,0,0,0,0,"0,38",0,0,0,0,"0,19",0,0,18,0,0,0,0,0,"25,25",0,4,"8,63",0,0,"3,25",0,0,0,0,0,0,0,0,1,0,"1,5",0,0,0,0,0,0,0,0,0,"1,5",0,0
zijden stoffen,étoffes de soye  ,pond,38,"13396,5","837,13","5463,75","6736,25","395,75","3772,25","194,75","58,5",0,"36,25",0,0,"994,25",0,0,22,0,0,"8,75",0,0,"76,25","34,75",0,"105,5",51,0,"117,5",0,0,"38,25","4,25",0,"193,75","4,25",0,"3531,63",0,"772,5","427,38",225,73,"867,38","9,5",89,0,0,739,"3,88",0,1,"42,75","54,13",17,0,0,0,0,0,0,0,0,0,0,0,0
zijden stoffen,étoffes de soye  ,stuk,39,25,1801,"2047,33",0,0,"2018,5",0,1,0,0,2,0,0,1790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,"28,83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0
zijden stoffen,étoffes de soye  ,el,39,"24366,25","2506,75","3517,5",0,"20,5",0,"34,5","131,75",0,935,118,0,94,0,2100,"15,75",0,0,"1,5",0,0,6,"2,5",0,0,250,0,30,579,175,270,0,0,0,28,0,879,0,247,7808,685,0,0,94,0,0,0,118,0,0,0,0,0,0,549,36,28,"10495,5",80,124,112,0,714,3136,482,"11,5"
zijden zakdoeken,mouchoirs de soye,aantal,39,16310,2098,915,0,68,76,0,200,0,46,266,0,2,0,0,0,11,0,14,80,0,0,0,0,4,56,0,1,0,0,0,24,0,0,281,0,0,0,0,0,0,0,119,126,0,0,0,70,0,142,10,0,424,1,930,57,37,9825,9,84,2119,0,637,3250,354,0
zijde (resten en stalen),echantillons et morceaux de soye,gulden,39,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0
stoffen van zijde en katoen,etoffes de soye et cotton,stuk,39,0,"186,75",2905,0,"89,75",2716,0,0,0,0,0,0,0,91,93,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stoffen van zijde en katoen,etoffes de soye et cotton,el,39,"47796,5","497,75",1758,17393,0,19,39,2,0,768,13,0,3749,0,1739,1392,0,0,"25,5",0,0,2404,0,0,776,"33,25",0,13193,80,0,0,24,0,34,104,0,4707,0,0,163,0,0,2545,0,0,16,0,0,0,0,0,31,0,0,38,"241,5",0,518,0,0,0,0,0,6,0,0
stoffen van zijde en garen,etoffes de soye et fil,stuk,39,"43,25",32,1,0,32,0,0,0,0,"43,25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stoffen van zijde en garen,etoffes de soye et fil,el,39,"2276,75",60,105,130,6,0,"67,75",0,0,20,44,0,788,0,105,0,0,0,122,4,0,0,0,0,14,6,0,29,0,0,0,0,0,0,0,0,179,0,0,0,0,0,246,0,0,0,0,0,0,0,0,22,0,0,0,0,0,153,0,0,166,0,0,340,0,0
stoffen van garen en katoen,etoffes de fil et cotton,stuk,40,1177,"1240,25","5520,25",31,"451,25","2997,25",0,2,0,0,25,1788,0,0,40,79,0,0,0,98,0,676,"13,25",0,0,29,0,0,1,0,0,108,0,0,1,0,0,"510,5",479,0,0,0,383,0,0,0,1,216,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stoffen van garen en katoen,etoffes de fil et cotton,el,40,"213295,75","34389,25","19766,5","15495,5",54,0,"4323,75",228,0,6303,2632,0,"12557,75",518,410,283,149,0,235,260,0,"2375,5","63,25",0,28505,3229,0,26729,383,514,"156,75",468,0,197,11381,0,11746,0,0,6739,4112,0,2818,2222,450,0,412,240,21,2325,110,"434,5",2367,20,"7040,5","276,5",139,"40962,75",1458,24,29085,0,"17859,5","17287,75","1851,5",0
stoffen van garen en wol,etoffes de fil et laine,el,40,12613,903,12709,2086,0,5113,0,0,0,0,0,0,181,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903,0,47,0,0,91,0,0,461,0,0,8535,0,7596,1178,0,0
stoffen van garen en geitewol,etoffes de fil et poil de chèvre,el,40,"840,25",4,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,4,0,"540,25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
katoenfluweel,velour de cotton,stuk,40,929,80,"4943,28",0,61,"4805,75",0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,929,1,0,0,0,0,0,0,"116,5",0,0,0,0,4,0,0,0,0,0,2,0,0,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
katoenfluweel,velour de cotton,el,40,199007,1564,"3596,5","45533,5",0,0,"32,5",57,0,2577,30,0,"5504,5",0,2412,150,0,0,75,13,0,51,107,0,"63281,5",29,0,"49249,5",0,840,612,0,0,455,381,0,150,0,0,21938,535,0,366,95,70,0,0,"124,5",5,117,30,1059,18,3,766,67,0,5267,0,18,150,6,99,"1784,5",109,0
baste en foulard,"ecorces d'arbres, bast, foularde",stuk,40,740,42,108,0,0,108,0,9,0,0,0,0,0,0,0,502,0,0,5,0,0,232,1,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
baste en foulard,"ecorces d'arbres, bast, foularde",el,40,"23682,5","595,5","24,5",0,0,0,3,28,0,0,0,0,4769,0,0,0,0,0,1487,0,0,38,"6,5",0,2100,0,0,11871,0,0,0,0,0,0,24,0,0,0,0,256,512,0,0,0,0,0,0,0,0,0,0,"2521,5",25,"24,5",22,0,0,0,0,0,156,0,0,459,0,0
trijp,tripe  ,stuk,41,3,14,37,1,3,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
trijp,tripe  ,el,41,"13126,5","398,5",88,116,0,0,0,33,0,12,64,0,64,0,0,156,0,0,0,36,0,"2,5",0,0,0,7,0,0,0,0,0,0,0,7,0,0,459,0,0,423,12,0,47,0,48,0,0,0,0,0,20,367,0,0,3161,"50,5",0,3371,100,20,"4057,5",0,0,"883,5",96,0
stoffen van zuivere wol of gemengd,etoffes de laine pure ou mellée,stuk,41,"1506,5","1529,25","54577,5",65,"279,5","52454,5",0,10,0,43,22,0,0,139,70,0,0,0,1,303,0,1347,"65,75",0,0,29,0,0,58,0,0,0,0,6,114,0,0,0,645,0,15,365,0,0,21,0,0,1022,0,23,0,0,0,0,28,0,0,8,255,0,0,0,0,"8,5",216,0
stoffen van zuivere wol of gemengd,etoffes de laine pure ou mellée,el,41,"1943457,75",35626,"44088,5",113806,47,1494,"2620,25","628,5",0,38371,1945,0,"55447,75",0,5711,"5656,5",336,0,"3505,25",1092,0,47017,"453,5",0,"824788,25","1403,25",0,387204,464,"54,5","561,5",0,0,11541,"2408,5",0,34039,467,3050,85589,"5193,5",3589,"5059,5",7440,0,97,168,1757,104,3796,"3657,25","9153,25","4316,5","329,75",33818,1119,392,"202035,5","2160,25","9013,5",34161,"446,5",14934,48883,"1741,5","106,5"
calmande,callemande,el,41,"29749,5","2713,5",1234,0,77,0,1352,121,0,0,48,0,14,3,0,21,0,0,123,"16,5",0,"287,5",132,0,0,234,0,0,63,0,69,7,0,312,1248,0,382,179,0,26059,94,0,0,153,189,18,0,920,0,0,109,0,338,0,235,0,16,297,0,0,115,0,0,465,0,0
kamelot,camelot,el,41,"4897,75","961,5",0,0,0,0,1120,38,0,0,0,0,0,0,0,0,0,0,"1,75",36,0,124,15,0,0,"66,5",0,0,0,0,0,0,0,0,326,0,1636,0,0,1880,480,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,22,0,0,0,0,0,88,0,0
saai (witte),saye blanche,el,41,"57023,25","14342,5",13,0,0,0,50646,"4,5",0,0,12,0,4,0,0,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5731,25",14326,13
saai (geverfde),saye teinte,stuk,41,"1,5",553,0,0,0,0,0,0,0,0,0,0,0,513,0,0,0,0,0,0,0,0,9,0,0,27,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
saai (geverfde),saye teinte,el,42,46,232,50,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,50,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wollen crêpe (floers),creppe de laine,el,42,6017,84,0,0,0,0,0,0,0,2820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,2880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,21,0,0,0,0,0,0,0,0,0,0,23,0,0
gaas en marli van garen,gaze et marli de fil,el,42,"14858,75",1170,27,2123,0,0,75,0,0,24,0,0,2504,0,0,191,0,0,0,0,0,316,94,0,462,539,0,4016,256,0,0,40,0,554,0,0,135,0,0,38,0,0,"725,75",0,0,0,0,21,0,0,0,60,227,6,90,0,0,2725,0,0,0,0,0,820,14,0
gaas van garen en zijde,gaze de fil et soye,el,42,15,0,133,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gaas en marli van zijde,gaze et marli de soye,el,42,47096,5111,53657,21043,3119,35389,99,10,0,0,0,0,385,110,0,190,2,0,0,0,0,2070,93,0,475,773,0,7881,0,1000,42,0,0,506,0,0,2725,0,0,756,820,7665,4966,0,6722,15,0,2869,2,138,5,21,0,0,2622,0,0,1823,0,7,5,0,0,1470,46,0
fustijn en dimit,futaine et dimit,el,42,"4163,5",123523,189,0,274,0,1865,4,0,0,318,0,401,42860,0,0,0,0,0,416,0,100,1165,0,20,78419,0,0,10,0,47,0,0,0,36,0,0,21,0,48,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,"26,5",0,0,81,0,0,1575,0,0
tafzijde (gewast),taffetas,gulden,42,6,0,11,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ijzer (staven),fer en barres,pond,42,"1146288,5",16670725,3824431,0,5800,0,75717,400,0,7768,0,0,25,482,0,147651,0,0,2729,1175,0,36307,1150,0,169242,28032,0,7826,5142,0,2085,900,0,0,0,0,0,1100,0,0,18417,0,0,46830,0,64294,970172,885557,420557,308185,506665,985,3318111,1000,1461,9452197,6545,"16603,5",1689161,5700,57899,782349,2414854,135139,41122,4110
ijzer (roeden en latten),fer en verges et lattes,pond,43,695231,5785094,39020,176680,247700,0,9318,0,0,560,0,0,0,0,0,12723,0,0,2269,407,0,1605,0,0,0,0,0,0,0,0,575,0,0,0,0,0,0,0,0,0,0,0,0,6750,0,0,0,0,361453,734027,29950,5215,428045,20,3124,716835,415,48359,3645230,6225,14629,0,2210,58721,6100,200
ijzer (in grote blokken gegoten),fer en gueuses,pond,43,1999260,346705,4575040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1399400,164600,3051340,593860,3300,920000,0,170350,603700,0,0,0,6000,8455,0,0,0,0,0,0,0
ijzer (plaatjes),fer en platinnes,pond,43,"286781,5",326914,17808,826,0,1210,"125960,5",0,0,123,100,0,0,0,0,6071,0,0,150,0,0,9855,190,0,3134,298,0,15,150,0,250,0,0,500,25,0,975,0,0,2715,0,0,0,0,0,0,17600,1600,81808,4669,0,15620,380,13381,4415,14321,635,15722,289859,15,4812,60,877,13830,2262,90
ijzer (spijkers),fer en cloux,pond,43,"733810,5",2945160,"7860674,5",170,1115805,6393060,12600,69,0,1850,522,0,0,12191,0,0,0,0,150,876,0,0,0,0,0,8017,0,6820,8708,525,30,111,0,43,13109,720,0,80,0,0,4017,0,19855,32713,0,19985,0,1157903,135602,1512191,153066,491441,292,62796,28599,86870,66192,1234,4719,272,"3862,5",24151,"333,5",11569,120719,25807
ijzer (bewerkt en gesmeed),fer ouvré et battu,pond,43,156388,233822,745835,8287,13226,537348,59579,374,0,10907,1260,0,630,0,0,992,80,0,1813,2560,0,4778,30949,0,3182,500,0,4526,560,2483,1670,588,0,285,5281,0,11,7054,28,2408,4878,0,619,3212,0,907,6042,104524,6490,25327,4589,764,3618,7546,4962,34838,50,4581,82713,59342,15804,7136,27276,23193,3626,2649
gietijzer,fer fondu et coulé,pond,43,500834,450296,369146,128261,1087,84264,197215,0,0,2935,0,0,1166,0,0,654,0,0,1536,28,0,4304,0,0,1260,121,0,2527,0,0,6160,0,0,3404,0,0,33560,0,0,19789,300,0,164,0,0,16095,8500,265451,17475,10934,5180,33365,20033,5365,6644,66280,3200,17555,298216,1905,4851,38186,2516,1914,6611,1265
oud ijzer,feraille vieilles,pond,43,492925,24419,59010,91000,0,0,235,0,0,123,0,0,1900,0,0,148400,0,0,6235,0,0,38115,0,0,7743,0,0,75640,0,0,45,0,0,25,0,0,304,0,0,0,0,0,0,0,0,0,0,20000,569,12,25,7705,0,0,10405,15200,2000,99296,1760,20104,3000,1886,2791,2185,5561,14090
ijzer (zeissen en sikkels),faux et faucilles,aantal,43,2024,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,54,0,0,0,0,1814,0,0,0,0,0
ijzer (zeissen en sikkels),faux et faucilles,pond,44,178930,4370,48,0,0,0,"166707,5",0,0,6797,55,0,90,0,0,0,0,0,0,0,0,62,0,0,"104,5",0,0,0,0,0,0,0,0,6,2800,0,0,1430,0,0,0,0,222,85,0,84,0,0,233,0,0,2096,0,18,256,0,30,1348,0,0,0,0,0,924,0,0
ijzerdraad,fil de fer,pond,44,"90658,75",390,2743,133,0,0,47327,0,0,152,2,0,0,0,0,14875,0,0,0,0,0,0,0,0,1835,157,0,470,0,0,1490,130,0,59,0,0,"0,5",0,0,50,20,0,6,3,0,0,0,0,0,66,0,"17866,5",12,136,219,0,0,"5138,5",0,0,143,0,2607,"894,25",0,0
ijzeren kachelkamers,etuves de fer,aantal,44,83,90,0,9,61,0,54,8,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2,2,0,2,6,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7,6,0
ijzer (efforces à tondre),efforces à tondre,aantal,44,832,6,2429,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,0,2429,0,0,0,0,0,0,17,6,0
ijzer (efforces à tondre),efforces à tondre,gulden,44,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ijzererts,mines de fer,kar,44,"1238,5",1076,"1169,25",1100,200,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5400,0,0,6400,0,0,1000,0,0,20,0,0,0,0,0,0,0,0,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9862,0,900,0,0,0,300,0,0
blik (enkele bladen),fer blanc en feuilles simples,stuk,44,456726,1408,58305,45467,675,25285,0,455,0,0,0,0,66250,0,0,20925,0,0,0,0,0,15400,0,0,238000,240,0,36450,0,0,25,0,0,0,0,0,0,0,0,880,0,0,0,0,0,0,0,0,0,38,0,0,0,0,983,0,0,26550,0,3900,4467,0,29120,1329,0,0
blik (dubbele bladen),fer blanc en doubles feuilles,stuk,44,24766,200,1300,1100,200,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5400,0,0,6400,0,0,1000,0,0,20,0,0,0,0,0,0,0,0,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9862,0,900,0,0,0,300,0,0
blik (bewerkt),fer blanc ouvré,gulden,44,3358,2643,180,255,45,34,315,19,0,208,1,0,49,1782,0,75,0,0,24,0,0,6,72,0,49,149,0,13,0,0,2,0,0,16,18,0,142,0,0,40,12,0,66,1,0,0,0,11,1,3,0,146,485,18,1294,0,14,247,11,68,86,0,35,324,45,0
vlasgaren (ruw),fil de lin crû,pond,45,"383452,25",39941,17582,0,0,0,8608,18,0,88579,1675,0,497,4282,505,18721,0,0,51420,0,0,14974,685,0,9886,134,0,1702,377,0,179,0,0,97,19003,510,181013,12563,880,1664,1098,9545,1246,28,4864,824,0,630,1433,0,589,12,0,0,59,59,0,1172,0,0,1018,19,53,"348,25",0,6
vlasgaren (wit),fil de lin blanc,pond,45,"328120,25",529931,5386,0,109938,0,246498,59,0,60427,247,0,409,70,4209,399,0,0,70,4788,0,5497,168056,0,6475,1133,0,290,136,0,0,2,0,51,81203,0,2381,163450,621,3039,0,168,95,175,0,"2122,25",0,0,1,7,0,"36,75",396,2,13,0,41,0,0,0,243,271,345,"73,25",0,0
garen (espinal & evervelt),fil d'espinal et d'Evervelt,pond,45,"295434,5",229888,11,0,0,0,0,0,0,293918,0,0,0,0,0,0,0,0,0,0,0,0,196218,0,0,31,0,0,16,0,0,0,0,0,6,0,320,26852,0,0,6318,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,11,"446,5",435,0
vlasgaren (geverfd),fil de lin teint,pond,45,"21330,25","306890,75","1075,5",0,109087,0,720,1427,0,8108,8231,0,0,70416,0,1894,5,0,1,60322,0,0,822,0,0,1921,0,45,1898,0,0,14,0,27,140,0,206,3110,75,346,41437,127,"0,5",3105,0,5,58,146,0,1714,134,"48,75",908,"28,5",674,"122,5","17,5","5819,5",1252,"82,5","3253,75",394,465,"181,75","507,25",0
katoengaren,fil de cotton,pond,45,"282116,25",42878,"16958,25",2012,1832,11078,6111,0,0,45547,124,0,3476,91,0,106963,0,0,2,1,0,801,17,0,44549,94,0,5272,2,1,1,0,0,970,1350,0,3889,37104,60,53277,797,0,104,66,0,118,0,887,0,1,0,33,336,8,236,23,481,5002,834,511,"3639,5",199,3927,"113,75",7,"5,25"
wolgaren (wit),fil de laine blanc,pond,45,15805,"7602,25",30980,0,0,0,635,"648,25",0,7483,"6,5",0,29,90,0,0,0,0,0,"72,5",0,0,0,98,"1,5","685,25",0,0,11,0,0,0,0,"2459,5",3730,1621,"97,5",38,13953,0,0,0,"158,75","840,25",0,150,0,15174,2293,"1307,5",30,"34,75",53,97,0,79,0,0,0,0,0,0,0,2463,41,7
wolgaren (geverfd),fil de laine teint,pond,45,"20365,75","4989,75",1013,0,52,571,"266,5","12,5",0,3620,"94,5",0,36,0,0,"2,5",0,0,0,95,0,"1,5","117,5",0,"17,5","3428,5",0,0,35,0,"3,5",48,0,31,18,0,12711,12,0,243,26,0,"30,5",137,0,0,0,0,0,"164,75",0,"176,5","33,5",51,1169,"357,5",6,477,80,"26,5",436,91,357,"1144,25",187,"1,5"
garen van geitewol,fil de poil de chevre,pond,45,"11059,5","1034,75",0,0,2,0,0,0,0,"1,5","6,5",0,6608,991,0,4092,0,0,0,0,0,0,0,0,27,"16,25",0,18,0,0,0,0,0,209,0,0,"58,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"45,5",0,0
hennepgaren en stopgaren,fil d'etouppes,pond,46,3482,2512,602,0,0,0,0,0,0,0,0,0,0,1194,0,0,0,0,0,1054,0,79,0,0,0,0,0,0,264,0,0,0,0,0,0,0,1566,0,0,485,0,0,750,0,0,0,0,0,0,0,596,32,0,0,43,0,0,512,0,6,0,0,0,15,0,0
hooi,foin,kar,46,"977,54","582,13","231,52",0,0,0,"3,75",3,"0,06",84,0,0,0,0,0,26,0,0,"6,25",0,0,"40,5",0,0,"28,5",0,0,0,0,0,28,0,0,9,95,0,3,20,0,"8,25",4,0,"29,5",0,0,"15,25",0,1,"454,17",0,63,"125,5",26,115,"40,5",19,"38,33",60,"385,25","13,13","14,38","3,38",0,1,"26,5",1
kaas (parma en milaan),fromage de Parme,pond,46,2264,0,0,0,0,0,87,0,0,2117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kaas (engeland en elders),fromage d'Angleterre,pond,46,5072,47,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,47,0,1112,0,0,3344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0
kaas (holland en zachte kaas),fromage d'Hollande et doux,pond,46,"1760432,25",1185106,"451513,5",2506,1083,344062,5736,714,0,9448,54,0,1486,1071,575,774704,0,60130,64656,0,0,328862,33,2783,128140,2800,545,14894,9076,0,22674,0,0,85969,10,160,26569,0,0,55897,678,0,177518,358,0,5197,206,32550,1476,341,700,6005,1977,224,389,41249,"236,5",13063,18142,4148,32260,685031,3980,"3013,25",422283,1420
sinaasappelen en citroenen,oranges et citrons,kist,46,"6442,21","675,75","1825,25","1257,33","176,25","1445,5",0,61,0,0,1,0,823,"372,5",0,"201,5",0,0,0,0,0,1222,56,"64,5","941,25",7,"184,25","1680,75",2,128,"253,5",0,0,31,0,0,1,0,0,0,0,0,8,0,0,0,0,1,0,0,0,"1,63",0,0,"1,25",0,0,20,0,0,0,0,0,0,0,2
